userId,Talks_Participation_19_20,lastSubmit,Wanted_Programming_Languages,Coding_as_Hobby,Teaching_Problems_POV,Fav_Coding_Drink,Professional_Prod_Env,Open_Source_Participation,Daily_Web_Frameworks,Graduation_Employment_Gap,Preferred_Company_Type,Coding_Experience,Fav_Programming_Languages,Online_InPerson_Preferrence,Side_Projects,Daily_Paltforms,Blog_Posting,Salary_Range_DH,Country,Gender,Reentery_Plans,Learning_Platforms,Primary_OS,Job_Title,Covid_Productivity,Wanted_Web_Frameworks,Local_Dialect_Content,Covid_Remote_Adoption,Teaching_Jobs_Gap,Overtime_Frequency,Daily_Programming_Languages,Moroccan_Community_AutoEval,Help_Sources,Local_Community_Membership,Education,Daily_IDE,Moroccan_DevC_Membership,startTime,Continuous_Learning_Frequency,Event_Attendence_19_20,Immigration_Plans,Wanted_Platforms,Job_Satisfaction,Preferred_Job_Criteria,Employment_Status,Read_Write_Languages,English_Barrier,Age
CPdqHKPzPNUntVgeHMVKlaSiepw1,0,1603228356938,"['C++', 'C', 'Assembly']",Yes,"['Students', 'Teachers', 'Academic defined subjects (system)']",Coffee,['on-premise'],['I don’t have an account on Github (or alternatives).'],['Angular'],0 months,Multinational company,3-5 years,"['JavaScript', 'HTML/CSS 😉', 'SQL', 'Java', 'Bash/Shell/PowerShell']",Li ja bismilah,For learning,['Other'],Thinking of it.,15 000 - 20 000,Morocco,Male,,"['YouTube', 'Books', 'Official documentation', 'Blog posts']",Linux-based,"Developer, full-stack",The current Pandemic did not impact my productivity,['React.js'],Spoken,The company started remote after covid,Enough to start,Sometimes: 1-2 days per month but less than weekly,"['JavaScript', 'HTML/CSS  😉', 'SQL', 'Java']",Not Bad,"['Google it', 'Stackoverflow', 'Watch help/tutorial videos', 'Call a coworker or friend']",NO,Bac +5,"['VS Code', 'Eclipse', 'Vim']",Yes,1603227231288,Every few months,0,No,"['TensorFlow', 'Ansible']",Slightly satisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Opportunities for professional development', 'The industry that I’d be working in', 'Salary']",Employed full-time,"['Arabic', 'French', 'English']",No,25 to 29 years
CQqhCOrY2na24d8Sl5Bk6x3ZR163,,1603882632572,,No,"['Students', 'Teachers', 'Academic defined subjects (system)']",Coffee,,,,,,1-3 years,,,,,,,Morocco,Male,,"['YouTube', 'Official documentation', 'Blog posts']",,"Engineer, data",,,Both,,Not enough,,,,,,Bac +5,,,1603882489537,,,Yes,,,,,"['Arabic', 'French', 'English']",No,20 to 24 years
CR0PLRxGeGSNhmQ4JMLCfWSwFSS2,0,1603356137489,"['Kotlin', 'Swift']",Yes,"['Academic defined subjects (system)', 'Companies engagement with academia']",Coffee,"['Full Cloud', 'Not Sure']",['I don’t have an account on Github (or alternatives).'],"['jQuery', 'Angular', 'Laravel']",Less than 1 year,Multinational company,Less than 1 year,"['JavaScript', 'PHP', 'Kotlin', 'Swift', 'Other']",Li ja bismilah,For profit,['Other'],Thinking of it.,,Morocco,Male,Yes,"['YouTube', 'Paid platforms', 'Official documentation']",Windows,"Developer, full-stack",The current Pandemic somehow boosted my productivity,"['React.js', 'Vue.js']",Both,The company started remote after covid,Enough to start,Sometimes: 1-2 days per month but less than weekly,"['JavaScript', 'HTML/CSS  😉', 'PHP', 'TypeScript']",Good,"['Google it', 'Stackoverflow', 'Call a coworker or friend']",NO,Bac +3,"['Jetbrains (Intellij, PhpStorm, Resharper ...)', 'VS Code']",Yes,1603356145413,Once a year,1-3,Yes,['React Native'],Slightly satisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Flex time or a flexible schedule', 'Remote work options', 'How widely used or impactful my work output would be', 'Salary']",Employed full-time,"['Arabic', 'French', 'English']",No,20 to 24 years
CS9ExJREMWZFF3VDSlj2jmLTC3K2,0,1603323507773,"['Python', 'Dart']",Yes,['Academic defined subjects (system)'],Coffee,"['Full Cloud', 'Hybrid Cloud']",['I am maintaining my own project'],"['Angular', 'Vue.js', 'Spring Ecosystem', 'Laravel']",0 months,Freelance,1-3 years,"['JavaScript', 'Java', 'PHP', 'TypeScript']",Live/online events,NO,['Node.js'],Thinking of it.,8 000 - 10 000,Morocco,Male,Yes,['Official documentation'],Linux-based,"Developer, full-stack",The current Pandemic boosted very positively my productivity,['Angular'],Spoken,We were doing remote before,Not enough,Sometimes: 1-2 days per month but less than weekly,"['JavaScript', 'Java']",Not Bad,"['Google it', 'Stackoverflow', 'Watch help/tutorial videos']",Yes,Bac +5,"['VS Code', 'Eclipse']",NO,1603323517830,Every few months,0,Yes,['Other'],Slightly dissatisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Opportunities for professional development', 'Salary']",Employed full-time,"['Arabic', 'Amazigh', 'French', 'English']",No,20 to 24 years
CYB9yMxFqgZ2G6Rrfvrwi0hvFah1,1 - 3 talks,1603810393739,"['JavaScript', 'SQL', 'Python', 'Java', 'C#', 'PHP', 'TypeScript', 'Go', 'Kotlin', 'Ruby', 'Assembly', 'Swift', 'R', 'Objective-C', 'Scala', 'Perl']",Yes,['Students'],Coffee,['on-premise'],"['Yes, few PRs in multiple projects']","['jQuery', 'ASP.NET', 'ASP.NET Core']",More than 1 year,Freelance,1-3 years,"['JavaScript', 'Python', 'C#', 'TypeScript', 'Kotlin']",Li ja bismilah,NO,"['.NET', 'TensorFlow', 'Unity 3D', 'Flutter']",Thinking of it.,< 6 000,Morocco,Male,Yes,"['YouTube', 'Books', 'Official documentation', 'Blog posts', 'Others']",Windows,"Developer, full-stack",The current Pandemic somehow impacted negatively my productivity,"['jQuery', 'React.js', 'Angular', 'ASP.NET', 'ASP.NET Core', 'Angular.js', 'Django', 'Flask', 'Laravel', 'Ruby on Rails']",Both,The company started remote after covid,Enough to start,Rarely: 1-2 days per year or less ,"['JavaScript', 'HTML/CSS  😉', 'SQL', 'C#']",Good,"['Google it', 'Stackoverflow', 'Do other work and come back later.', 'Watch help/tutorial videos', 'Call a coworker or friend']",NO,Bac +2,"['VS Code', 'Eclipse', 'Sublime', 'Atom']",Yes,1603809613321,Every few months,1-3,Yes,"['Node.js', '.NET', 'TensorFlow', 'React Native', 'Flutter', 'Apache Spark']",Neither satisfied nor dissatisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Flex time or a flexible schedule', 'Opportunities for professional development', 'Remote work options', 'Salary']",Employed full-time,"['Arabic', 'French', 'English']",Yes,25 to 29 years
CaZI0zbUz2Wyr47t6K5qf3vImIF2,0,1603308347902,"['Java', 'TypeScript', 'Ruby', 'Swift']",Yes,['Academic defined subjects (system)'],Coffee,['Not Sure'],['I don’t have an account on Github (or alternatives).'],['Laravel'],Few months,Freelance,Less than 1 year,"['JavaScript', 'HTML/CSS 😉', 'Python', 'C#', 'PHP']",In-person events?,NO,"['Node.js', 'Xamarin']","No, I am not interested.",< 6 000,Morocco,Female,No,"['YouTube', 'Paid platforms', 'Books', 'Official documentation']",Windows,"Developer, front-end",The current Pandemic did not impact my productivity,"['React.js', 'Angular', 'Vue.js', 'Django', 'Ruby on Rails']",Spoken,We were doing remote before,Enough to start,Never,"['JavaScript', 'HTML/CSS  😉', 'C#']",Excellent,"['Google it', 'Stackoverflow', 'Do other work and come back later.', 'Watch help/tutorial videos', 'Call a coworker or friend']",NO,Bac +2,['VS Code'],I don’t know Facebook Developer circles,1603307738237,Every few months,1-3,No,"['React Native', 'Unity 3D', 'Flutter']",Very dissatisfied,"['Languages, frameworks, and other technologies I’d be working with']",Student,"['Arabic', 'French', 'English']",Yes,20 to 24 years
Cbmf2H7bPOQTJh1qygpvNUojowg1,0,1603232014613,['Scala'],Yes,"['Students', 'Academic defined subjects (system)', 'Companies engagement with academia']",Water,['Not Sure'],"['Yes, few PRs in multiple projects']","['Vue.js', 'Spring Ecosystem', 'Laravel']",0 months,Startup,Less than 1 year,"['JavaScript', 'Java', 'PHP', 'TypeScript', 'C', 'Dart', 'Scala']",Li ja bismilah,For learning,['Other'],Yes  less than 10 blog posts,8 000 - 10 000,Morocco,Male,Yes,"['YouTube', 'Books', 'Company resources']",Windows + WSL2,"Developer, full-stack",The current Pandemic did not impact my productivity,"['React.js', 'Angular', 'Django']",Spoken,No remote policy yet,Enough to start,Sometimes: 1-2 days per month but less than weekly,"['JavaScript', 'HTML/CSS  😉', 'Java']",Good,"['Google it', 'Stackoverflow']",Yes,Bac +5,"['Jetbrains (Intellij, PhpStorm, Resharper ...)', 'VS Code', 'Sublime']",Yes,1603231674982,Every few months,1-3,Yes,"['Ansible', 'Apache Spark']",Neither satisfied nor dissatisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Remote work options', 'Salary']",Student,"['Arabic', 'Amazigh', 'French', 'English']",No,20 to 24 years
CcxutkzgxQdoRsEMqgJp62j0wsc2,0,1603210552926,"['JavaScript', 'Python', 'Java', 'PHP', 'Other']",No,"['Academic defined subjects (system)', 'Companies engagement with academia']",None,['Not Sure'],['I don’t have an account on Github (or alternatives).'],['ASP.NET'],,Multinational company,Less than 1 year,"['JavaScript', 'HTML/CSS 😉', 'SQL', 'Java', 'C#', 'Other']",Li ja bismilah,NO,['.NET'],"No, I am not interested.",,Morocco,Male,No,"['YouTube', 'Official documentation', 'Others']",Windows,"Developer, back-end",,"['jQuery', 'React.js', 'Angular', 'Vue.js', 'Angular.js', 'Django', 'Laravel']",Spoken,,Not enough,,"['JavaScript', 'HTML/CSS  😉', 'SQL', 'C#', 'Other']",Excellent,"['Google it', 'Stackoverflow', 'Watch help/tutorial videos']",NO,Bac +2,['VS Code'],I don’t know Facebook Developer circles,1603209991268,Once a decade,0,Yes,"['Node.js', 'React Native', 'Flutter']",,"['Languages, frameworks, and other technologies I’d be working with', 'Flex time or a flexible schedule', 'Salary']",Student,"['Arabic', 'French', 'English', 'Others']",No,20 to 24 years
CdKWL7xA13eS7SSEocUJCQnyyXw1,0,1603282890412,['Python'],No,"['Students', 'Teachers', 'Academic defined subjects (system)']",Coffee,['Not Sure'],['I am maintaining my own project'],"['jQuery', 'Express', 'Drupal']",,Startup,Less than 1 year,"['JavaScript', 'HTML/CSS 😉', 'SQL', 'Bash/Shell/PowerShell', 'PHP', 'TypeScript', 'C']",Li ja bismilah,For learning,['Node.js'],Thinking of it.,,Morocco,Male,,"['YouTube', 'Official documentation', 'Blog posts', 'Others']",Windows + WSL2,"Developer, full-stack",,"['React.js', 'Vue.js', 'Laravel', 'Next']",Both,,Not enough,,"['JavaScript', 'HTML/CSS  😉', 'SQL', 'PHP']",Good,"['Google it', 'Stackoverflow', 'Do other work and come back later.', 'Watch help/tutorial videos', 'Call a coworker or friend']",NO,Bac +2,"['VS Code', 'Atom']",Yes,1603281837404,Every few months,1-3,Yes,['React Native'],,"['Languages, frameworks, and other technologies I’d be working with', 'Flex time or a flexible schedule', 'Opportunities for professional development', 'Salary']",Student,"['Arabic', 'French', 'English']",Yes,20 to 24 years
Cdvs8mSPkMdX3dqNWlBTLrIzesk1,0,1603211639170,"['Python', 'Java', 'Rust', 'Dart', 'Scala', 'Haskell']",No,"['Students', 'Teachers', 'Academic defined subjects (system)', 'Companies engagement with academia']",Water,"['on-premise', 'shared hosting']","['Yes, few PRs in multiple projects']","['React.js', 'Spring Ecosystem']",,Small company,3-5 years,"['JavaScript', 'HTML/CSS 😉', 'Python', 'TypeScript', 'Go']",Li ja bismilah,NO,['Node.js'],Thinking of it.,10 000 - 13 000,Morocco,Male,,"['YouTube', 'Official documentation', 'Blog posts', 'Company resources']",MacOS,"Developer, front-end",The current Pandemic boosted very positively my productivity,"['Vue.js', 'Gatsby', 'Next']",Both,We were doing remote before,Not enough,Occasionally: 1-2 days per quarter but less than monthly ,"['JavaScript', 'HTML/CSS  😉']",Good,"['Google it', 'Stackoverflow', 'Call a coworker or friend']",Yes,Self-taught,['VS Code'],Yes,1603211071007,Once a year,1-3,Yes,"['React Native', 'Flutter']",Slightly satisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Flex time or a flexible schedule', 'Remote work options', 'How widely used or impactful my work output would be', 'The industry that I’d be working in', 'Salary']",Employed full-time,"['Arabic', 'English']",No,20 to 24 years
Cj6DZkkGYIhmpBiXBynmZk8GBM83,,1603292338106,,Yes,['Academic defined subjects (system)'],None,,,,,,1-3 years,,,,,,,Morocco,Male,Yes,"['YouTube', 'Books', 'Official documentation', 'Blog posts', 'Company resources', 'Others']",,Data scientist or machine learning specialist,,,Both,,Not enough,,,,,,Bac +5,,,1603292177684,,,Yes,,,,,"['Arabic', 'Amazigh', 'French', 'English']",No,20 to 24 years
Cmxr5HnK7oanNuQZeDGvgRlnZfC2,,1603386989405,,No,['Academic defined subjects (system)'],None,,,,,Multinational company,Less than 1 year,,,NO,,,,Morocco,Male,Yes,"['YouTube', 'Others']",,Academic researcher,,,No,,Enough to start,Never,,,,,Bac +5,,,1603386697461,,,Yes,,,"['Flex time or a flexible schedule', 'Opportunities for professional development', 'Salary']",Student,"['Arabic', 'French', 'English']",No,25 to 29 years
Cp6YMhoYUJMwCbljxUp40tGxLdr2,0,1603222763077,"['Python', 'Java', 'C++']",No,['Academic defined subjects (system)'],Coffee,"['shared hosting', 'Not Sure']",['I am maintaining my own project'],"['jQuery', 'Laravel']",0 months,Multinational company,Less than 1 year,"['JavaScript', 'HTML/CSS 😉', 'Java', 'PHP']",Li ja bismilah,NO,['Other'],Thinking of it.,8 000 - 10 000,Europe,Male,No,"['YouTube', 'Paid platforms', 'Official documentation', 'Others']",Windows,"Developer, back-end",The current Pandemic somehow impacted negatively my productivity,"['Vue.js', 'Laravel']",Both,We were doing remote before,Enough to start,Sometimes: 1-2 days per month but less than weekly,"['JavaScript', 'HTML/CSS  😉', 'PHP']",Good,"['Google it', 'Stackoverflow', 'Do other work and come back later.', 'Watch help/tutorial videos', 'Call a coworker or friend']",NO,Bac +3,"['Jetbrains (Intellij, PhpStorm, Resharper ...)']",Yes,1603222096940,Once a year,0,Yes,['.NET'],Slightly satisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Flex time or a flexible schedule', 'Opportunities for professional development', 'How widely used or impactful my work output would be', 'The industry that I’d be working in', 'Salary']",Student,"['Arabic', 'French', 'English', 'Others']",No,20 to 24 years
CpvgxSVTlnPsWNo43nv7eOmFO4k1,0,1603269479948,"['JavaScript', 'HTML/CSS 😉', 'SQL', 'Python', 'Java', 'PHP', 'TypeScript']",Yes,"['Teachers', 'Academic defined subjects (system)']",None,['Not Sure'],['I am maintaining my own project'],['Spring Ecosystem'],,Medium company,Less than 1 year,"['JavaScript', 'HTML/CSS 😉', 'SQL', 'Python', 'Java', 'PHP', 'TypeScript']",Li ja bismilah,For learning,['Node.js'],Thinking of it.,,Morocco,Male,Yes,"['YouTube', 'Paid platforms', 'Official documentation']",MacOS,"Developer, back-end",The current Pandemic did not impact my productivity,"['React.js', 'Express', 'Laravel']",Spoken,,Not enough,,"['JavaScript', 'HTML/CSS  😉', 'Java']",Not Bad,"['Google it', 'Stackoverflow', 'Watch help/tutorial videos']",NO,Bac +3,"['Jetbrains (Intellij, PhpStorm, Resharper ...)', 'VS Code']",NO,1603268977093,Once a year,1-3,Yes,['Other'],,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'The industry that I’d be working in', 'Salary']",Student,"['Arabic', 'French', 'English']",Yes,20 to 24 years
CpzheZCizAQFgLnJlTfeILWtdLz1,,1603677679294,,No,['Academic defined subjects (system)'],Coffee,,,,,,5-10 years,,,,,,,Morocco,Male,No,['Official documentation'],,Database administrator,,,No,,Enough to start,,,,,,Bac +5,,,1603677553913,,,No,,,,,"['Arabic', 'Amazigh', 'French', 'English']",No,30 to 34 years
Csaa4e8evReQBeGtB8N3OZzI0h42,,1603381961689,,Yes,"['Students', 'Teachers', 'Academic defined subjects (system)', 'Companies engagement with academia']",Water,,,,Less than 1 year,Freelance,3-5 years,,,NO,,,8 000 - 10 000,Morocco,Male,,"['YouTube', 'Books', 'Official documentation', 'Blog posts', 'Company resources']",,"Developer, mobile",The current Pandemic boosted very positively my productivity,,Spoken,We were doing remote before,Not enough,Rarely: 1-2 days per year or less ,,,,,Bac +2,,,1603381610217,,,No,,Very satisfied,"['Languages, frameworks, and other technologies I’d be working with', 'The industry that I’d be working in']","Freelancer, or self-employed","['Arabic', 'French', 'English', 'Others']",Yes,25 to 29 years
CtB1nj9ULja87nWGEp2o0a083722,,1603271250735,,Yes,"['Academic defined subjects (system)', 'Companies engagement with academia']",Water,,,,,,1-3 years,,,,,,,Morocco,Male,Yes,"['YouTube', 'Books', 'Official documentation', 'Blog posts']",,"Developer, back-end",,,No,,Enough to start,,,,,,Bac +5,,,1603271149366,,,Yes,,,,,"['Arabic', 'French', 'English']",No,25 to 29 years
CtpsooJl1PWDIrXCM0CPANwO8753,0,1603284997928,['Other'],Yes,['Academic defined subjects (system)'],None,"['on-premise', 'shared hosting']",['I don’t have an account on Github (or alternatives).'],['Other'],Less than 1 year,Medium company,5-10 years,"['Python', 'Java']",In-person events?,For profit,['Other'],"No, I am not interested.",> 25 000,Others,Male,No,"['YouTube', 'Books', 'Official documentation', 'Blog posts']",Linux-based,"Developer, back-end",The current Pandemic did not impact my productivity,['Other'],No,The company started remote after covid,Not enough,Occasionally: 1-2 days per quarter but less than monthly ,"['Python', 'Java']",Not Bad,"['Google it', 'Stackoverflow']",NO,Bac +5,['Eclipse'],NO,1603285009432,Every few months,1-3,Yes,['Other'],Slightly satisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Flex time or a flexible schedule', 'Salary']",Employed full-time,"['Arabic', 'French', 'English']",No,30 to 34 years
CuWWD5f5f9a9PqsW9YAGsBjNto52,0,1603211778790,['TypeScript'],Yes,['Companies engagement with academia'],Coffee,['Not Sure'],['I don’t have an account on Github (or alternatives).'],['React.js'],Few months,Medium company,Less than 1 year,"['JavaScript', 'HTML/CSS 😉']",Li ja bismilah,For learning,['Node.js'],Thinking of it.,,Morocco,Female,No,"['YouTube', 'Paid platforms', 'Books', 'Official documentation', 'Blog posts']",Linux-based,"Developer, front-end",The current Pandemic somehow impacted negatively my productivity,"['Express', 'Vue.js']",Both,The company started remote after covid,Not enough,Sometimes: 1-2 days per month but less than weekly,"['JavaScript', 'HTML/CSS  😉']",Not Bad,"['Google it', 'Stackoverflow', 'Do other work and come back later.', 'Watch help/tutorial videos']",NO,Bac +5,['VS Code'],Yes,1603211390618,Once a year,0,Yes,"['Node.js', 'TensorFlow', 'React Native']",,"['Languages, frameworks, and other technologies I’d be working with']",Looking for work,"['Arabic', 'French', 'English']",No,20 to 24 years
CyGY5UgQZ8PAHUw0vo8x2r3cRSk1,,1603380331838,,Yes,"['Teachers', 'Academic defined subjects (system)', 'Companies engagement with academia']",Coffee,,,,,,5-10 years,,,,,,,Europe,Male,No,"['YouTube', 'Paid platforms']",,"Developer, full-stack",,,Spoken,,Enough to start,,,,,,Bac +5,,,1603380222827,,,Yes,,,,,"['Arabic', 'Amazigh', 'French', 'English']",No,30 to 34 years
Cz425v3Y7iUCviuRRtm8yvleuuv1,0,1603217873852,"['Python', 'Java', 'Kotlin']",No,['Academic defined subjects (system)'],Tea,['Not Sure'],['I am maintaining my own project'],['React.js'],Few months,Startup,1-3 years,"['JavaScript', 'PHP', 'C', 'Kotlin']",Li ja bismilah,For learning,"['Pandas', 'Flutter']",Thinking of it.,6 000 - 8 000,Morocco,Male,Yes,"['YouTube', 'Paid platforms', 'Blog posts']",Windows,"Developer, full-stack",The current Pandemic did not impact my productivity,"['Django', 'Other']",Both,The company started remote after covid,Not enough,Rarely: 1-2 days per year or less ,['C'],Not Bad,"['Google it', 'Watch help/tutorial videos', 'Call a coworker or friend']",Yes,Bac +3,"['VS Code', 'Vim']",Yes,1603217225632,Every few months,0,Yes,"['Unity 3D', 'Terraform']",Very satisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Salary']","Freelancer, or self-employed","['Arabic', 'French', 'English']",Yes,20 to 24 years
Cztbz5ScG9NxJvQMQQ9PKlnZ79Z2,0,1603293592407,"['C#', 'Go', 'R', 'Dart', 'Scala']",Yes,"['Students', 'Teachers', 'Academic defined subjects (system)', 'Companies engagement with academia']",Coffee,['Not Sure'],['I don’t have an account on Github (or alternatives).'],"['jQuery', 'Vue.js', 'Spring Ecosystem', 'Django']",Few months,Small company,Less than 1 year,"['JavaScript', 'SQL', 'Python', 'Java', 'PHP']",Live/online events,For learning,['Other'],Yes more than 10 blog posts,10 000 - 13 000,Others,Male,No,"['YouTube', 'Official documentation', 'Others']",Windows,"Developer, full-stack",The current Pandemic somehow boosted my productivity,"['React.js', 'Angular', 'ASP.NET Core', 'Laravel']",No,The company started remote after covid,Not enough,Rarely: 1-2 days per year or less ,['Java'],Good,"['Google it', 'Stackoverflow', 'Watch help/tutorial videos']",NO,Bac +5,"['Jetbrains (Intellij, PhpStorm, Resharper ...)', 'VS Code', 'Eclipse']",Yes,1603293037503,Once a year,0,Yes,"['Node.js', 'TensorFlow', 'Flutter']",Neither satisfied nor dissatisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'How widely used or impactful my work output would be', 'The industry that I’d be working in']",Employed full-time,"['Arabic', 'French', 'English']",No,20 to 24 years
D0HWUa8WxJgA2WiQeBbdl4BxiFl2,More than 3,1603721518794,"['Kotlin', 'Rust']",Yes,"['Students', 'Teachers', 'Academic defined subjects (system)', 'Companies engagement with academia']",Coffee,"['Full Cloud', 'Hybrid Cloud']","['Yes, few PRs in multiple projects']",['Other'],0 months,Multinational company,5-10 years,"['Python', 'Bash/Shell/PowerShell', 'Go']",Li ja bismilah,For profit,['Other'],Yes  less than 10 blog posts,> 25 000,Europe,Male,Yes,"['YouTube', 'Books', 'Official documentation', 'Blog posts']",Linux-based,DevOps specialist,The current Pandemic somehow boosted my productivity,['Other'],Both,The company started remote after covid,Enough to start,Sometimes: 1-2 days per month but less than weekly,"['Bash/Shell/PowerShell', 'Go']",Good,"['Google it', 'Stackoverflow']",Yes,Bac +5,['VS Code'],Yes,1603721239222,Once every few years,More than 3,Yes,['Other'],Very satisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Flex time or a flexible schedule', 'Opportunities for professional development', 'Remote work options', 'How widely used or impactful my work output would be', 'The industry that I’d be working in', 'Salary']",Employed full-time,"['Arabic', 'French', 'English']",Yes,35 to 39 years
D27mf6W9oBbmrnbRxgRI5sEkJ0L2,1 - 3 talks,1603291625694,"['JavaScript', 'Python', 'Java', 'TypeScript', 'Go', 'Kotlin', 'Swift', 'Dart', 'Scala', 'Haskell']",No,"['Students', 'Teachers', 'Academic defined subjects (system)', 'Companies engagement with academia']",Water,"['Hybrid Cloud', 'Not Sure']","['Yes, few PRs in multiple projects']",['Spring Ecosystem'],0 months,Multinational company,1-3 years,['Java'],Li ja bismilah,For profit,['Other'],Thinking of it.,10 000 - 13 000,Morocco,Male,Yes,"['YouTube', 'Paid platforms', 'Books', 'Official documentation', 'Blog posts']",MacOS,"Developer, back-end",The current Pandemic boosted very positively my productivity,"['React.js', 'Express', 'Vue.js', 'Laravel', 'Gatsby', 'Drupal']",Spoken,The company started remote after covid,Enough to start,Sometimes: 1-2 days per month but less than weekly,['Java'],Excellent,"['Google it', 'Stackoverflow', 'Watch help/tutorial videos', 'Call a coworker or friend']",Yes,Bac +5,"['Jetbrains (Intellij, PhpStorm, Resharper ...)', 'VS Code']",Yes,1603271695482,Every few months,More than 3,Yes,"['Node.js', 'React Native', 'Unity 3D', 'Flutter']",Slightly satisfied,"['Office environment or company culture', 'Flex time or a flexible schedule', 'Opportunities for professional development', 'Remote work options', 'How widely used or impactful my work output would be', 'Salary']",Employed full-time,"['Arabic', 'Amazigh', 'French', 'English']",No,25 to 29 years
D2IATmpPjhXb724sgIysNUBNSHo1,,1603887890407,,Yes,['Academic defined subjects (system)'],Coffee,,,,,,1-3 years,,,,,,,Morocco,Male,No,"['YouTube', 'Paid platforms', 'Official documentation', 'Blog posts']",,"Developer, full-stack",,,Spoken,,Enough to start,,,,,,Bac +5,,,1603887766243,,,Yes,,,,,"['Arabic', 'Amazigh', 'French', 'English']",No,25 to 29 years
D4ZOrWKydcThYrtj8oIYAnS6vOC2,,1603973565531,,Yes,['Students'],None,,,,,,5-10 years,,,,,,,Morocco,Male,Yes,"['YouTube', 'Paid platforms', 'Books', 'Official documentation', 'Blog posts', 'Company resources']",,"Developer, full-stack",,,Both,,Enough to start,,,,,,Bac +8,,,1603973437337,,,Yes,,,,,"['Arabic', 'Amazigh', 'French', 'English']",Yes,30 to 34 years
D6OVfmlIEJY0ECOJthMG12HZK4f1,,1603280909611,,No,"['Students', 'Academic defined subjects (system)', 'Companies engagement with academia']",Tea,,,,,,5-10 years,,,,,,,Morocco,Male,,"['YouTube', 'Official documentation', 'Blog posts']",,"Developer, full-stack",,,Spoken,,Not enough,,,,,,Bac +5,,,1603280810777,,,No,,,,,"['Arabic', 'French', 'English']",No,30 to 34 years
D7p72TdBX7bJz5XpNUE5RDFXU7K2,0,1603222068656,"['C#', 'C++', 'Go']",Yes,"['Academic defined subjects (system)', 'Companies engagement with academia']",Water,['Not Sure'],['I am maintaining my own project'],"['React.js', 'Spring Ecosystem', 'Django', 'Flask']",,Multinational company,1-3 years,"['JavaScript', 'Python']",Live/online events,For learning,"['Node.js', 'React Native']",Thinking of it.,,Morocco,Male,,"['YouTube', 'Official documentation', 'Blog posts']",Windows,"Developer, full-stack",The current Pandemic somehow boosted my productivity,"['ASP.NET', 'Vue.js', 'Ruby on Rails', 'Next']",Spoken,,Enough to start,,"['JavaScript', 'HTML/CSS  😉', 'Python', 'Java']",Not Bad,"['Google it', 'Stackoverflow']",NO,Bac +3,"['Jetbrains (Intellij, PhpStorm, Resharper ...)', 'VS Code']",Yes,1603221478499,Every few months,0,No,"['.NET', 'TensorFlow', 'Unity 3D', 'Torch/PyTorch']",,"['Office environment or company culture', 'How widely used or impactful my work output would be', 'The industry that I’d be working in', 'Salary']",Student,"['Arabic', 'French', 'English']",No,20 to 24 years
DEidyk3nQCMCWXfhEFmMZjLd2XJ2,,1603310974296,,No,['Academic defined subjects (system)'],Water,,,,Few months,Multinational company,1-3 years,,,NO,,,> 25 000,Europe,Female,No,"['YouTube', 'Paid platforms', 'Books', 'Official documentation', 'Blog posts', 'Company resources']",,"Developer, game or graphics",,,No,,Enough to start,,,,,,Bac +8,,,1603310736001,,,No,,,"['Languages, frameworks, and other technologies I’d be working with', 'Opportunities for professional development', 'Salary']",Looking for work,['French'],No,25 to 29 years
DFI6pDyd4lRo6i30ARtFedYb7Gn1,1 - 3 talks,1603240082382,['TypeScript'],Yes,['Academic defined subjects (system)'],Coffee,['Not Sure'],['I am maintaining my own project'],"['React.js', 'Express']",,Startup,Less than 1 year,['JavaScript'],Li ja bismilah,For learning,['Node.js'],Yes  less than 10 blog posts,,Morocco,Male,Yes,['Official documentation'],MacOS,"Developer, front-end",The current Pandemic somehow boosted my productivity,['Next'],Both,,Not enough,Often: 1-2 days per week or more,"['JavaScript', 'HTML/CSS  😉']",Not Bad,['Google it'],Yes,Bac +5,['VS Code'],Yes,1603239449373,Once a year,1-3,Yes,['React Native'],,"['Languages, frameworks, and other technologies I’d be working with', 'Opportunities for professional development', 'Salary']",Student,['English'],No,25 to 29 years
